id_lieu;annee_tournage;type_tournage;nom_tournage;nom_realisateur;nom_producteur;adresse_lieu;ardt_lieu;date_debut;date_fin;coord_x;coord_y;geo_shape;geo_point_2d;actors;runtime;Genre;Metascore;Released;Rating;nb_votes
2017-433;2017;Long métrage;SUN;Jonathan;Rouge International;quai de la seine, 75019 paris;75019;2017-08-27;2017-08-27;2.37026782;48.88452068;"{""type"": ""Point"", ""coordinates"": [2.3702678238763433, 48.88452067824849]}";48.8845206782,2.37026782388;Issei Ogata, Robert Dawson, Kaori Momoi, Shirô Sano;110 min;Drama, History;85;18 Nov 2005;7.3;2,645
2017-825;2017;Série Web;Skam;David Hourrègue;Gétévé Productions;passage du bureau, 75011 paris;75011;2017-10-24;2017-10-24;2.39420177;48.85334616;"{""type"": ""Point"", ""coordinates"": [2.394201771774294, 48.85334616157386]}";48.8533461616,2.39420177177;Josefine Frida Pettersen, Iman Meskini, Ulrikke Falch, Lisa Teige;30 min;Drama, Romance;N/A;25 Sep 2015;8.6;28,677
2017-762;2017;Série Web;ecole de cuisine;Zhou gao wu;comme une image;place de la république, 75011 paris;75011;2017-10-31;2017-10-31;2.36479185;48.86635144;"{""type"": ""Point"", ""coordinates"": [2.364791850060801, 48.86635144192642]}";48.8663514419,2.36479185006;Ophélie Meunier;90 min;N/A;N/A;18 Sep 2016;N/A;N/A
2017-982;2017;Téléfilm;LA VIE SAUVE;MARION LAINE;CAMINANDO PRODUCTIONS;1 rue des panoyaux, 75020 paris;75020;2017-11-29;2017-11-30;2.38428449;48.86619549;"{""type"": ""Point"", ""coordinates"": [2.384284487464202, 48.866195485114744]}";48.8661954851,2.38428448746;Mila Savic, Yasna Zivanovic, Mathilde Wambergue, Philippe Dormoy;55 min;Drama;N/A;06 May 1998;N/A;N/A
2017-1001;2017;Série TV;New Horizon;M. CHOY CHING SHING CLEMENT;Comme une image;avenue de tourville, 75007 paris;75007;2017-11-23;2017-11-25;2.30854013;48.85401209;"{""type"": ""Point"", ""coordinates"": [2.308540129571629, 48.854012093577516]}";48.8540120936,2.30854012957;Johnnie Brannon, Austin Brown, Caroline Brown, Cecil Dowdle;27 min;Short, Drama;N/A;N/A;N/A;N/A
2017-1006;2017;Long métrage;SYNONYMES;Nadav Lapid;SBS FILMS;5 place saint-michel, 75005 paris;75005;2017-12-05;2017-12-05;2.3443123999999997;48.85317347;"{""type"": ""Point"", ""coordinates"": [2.344312401618742, 48.853173470054415]}";48.8531734701,2.34431240162;Tom Mercier, Quentin Dolmaire, Louise Chevillotte, Uria Hayik;123 min;Comedy, Drama;84;25 Oct 2019;6.4;5,105
2017-1017;2017;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;3 rue verniquet, 75017 paris;75017;2017-12-07;2017-12-07;2.30047526;48.88689134;"{""type"": ""Point"", ""coordinates"": [2.300475256092261, 48.88689134165308]}";48.8868913417,2.30047525609;Matthias Schoenaerts, Reda Kateb, Adel Bencherif, Sofiane Zermani;111 min;Drama, Thriller;N/A;03 Oct 2018;6.3;2,127
2017-1018;2017;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;1 rue alphonse de neuville, 75017 paris;75017;2017-12-06;2017-12-06;2.302812;48.88545076;"{""type"": ""Point"", ""coordinates"": [2.302812001205297, 48.88545076018576]}";48.8854507602,2.30281200121;Matthias Schoenaerts, Reda Kateb, Adel Bencherif, Sofiane Zermani;111 min;Drama, Thriller;N/A;03 Oct 2018;6.3;2,127
2017-732;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue de vaugirard, 75015 paris;75015;2017-10-12;2017-10-12;2.29436215;48.83626066;"{""type"": ""Point"", ""coordinates"": [2.294362152887592, 48.83626065446609]}";48.8362606545,2.29436215289;Thomas Solivérès, Victor Meutelet, Éric Caravaca, Hippolyte Girardot;N/A;History;N/A;08 Feb 2021;7.7;15
2017-1193;2017;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;parvis notre-dame place jean-paul ii, 75004 paris;75004;2017-05-19;2017-05-19;2.34742343;48.85356537;"{""type"": ""Point"", ""coordinates"": [2.347423428584993, 48.853565364492596]}";48.8535653645,2.34742342858;Nicolas Avinée, Naidra Ayadi, Zabou Breitman, Valeria Bruni Tedeschi;N/A;Comedy, Drama;N/A;27 Nov 2017;6.5;133
2017-1097;2017;Long métrage;une jeunesse dorée;Eva Ionesco;MACASSAR PRODUCTIONS;place goldoni, 75002 paris;75002;2017-12-15;2017-12-16;2.34846874;48.86503152;"{""type"": ""Point"", ""coordinates"": [2.348468737015577, 48.86503152330323]}";48.8650315233,2.34846873702;Alexandra Jeudon, Alexandra Laflandre, Loïc Augoyard, Violette Bermestre;85 min;Drama;N/A;27 Mar 2002;6.3;45
2017-1106;2017;Téléfilm;LA VIE SAUVE;MARION LAINE;CAMINANDO PRODUCTIONS;13 rue jean macé, 75011 paris;75011;2017-12-19;2017-12-19;2.38342415;48.85310812;"{""type"": ""Point"", ""coordinates"": [2.383424147542494, 48.853108119114566]}";48.8531081191,2.38342414754;Mila Savic, Yasna Zivanovic, Mathilde Wambergue, Philippe Dormoy;55 min;Drama;N/A;06 May 1998;N/A;N/A
2017-1562;2017;Long métrage;La Ch'Tite Famille;;Pathé ProdExé;23 avenue de friedland, 75008 paris;75008;2017-07-20;2017-07-20;2.30184598;48.87429063;"{""type"": ""Point"", ""coordinates"": [2.301845975270081, 48.874290625735796]}";48.8742906257,2.30184597527;Dany Boon, Line Renaud, Laurence Arné, Valérie Bonneton;107 min;Comedy;N/A;28 Feb 2018;5.8;3,619
2017-935;2017;Long métrage;Synonymes;Nadav Lapid;SBS FILMS;place saint-germain des prés, 75006 paris;75006;2017-11-20;2017-11-20;2.33340112;48.85393988;"{""type"": ""Point"", ""coordinates"": [2.333401116375804, 48.853939876406784]}";48.8539398764,2.33340111638;Tom Mercier, Quentin Dolmaire, Louise Chevillotte, Uria Hayik;123 min;Comedy, Drama;84;25 Oct 2019;6.4;5,105
2017-1237;2017;Téléfilm;Diana and I;Peter Cattaneo;Froggie Production;10 place de mexico, 75116 paris;75116;2017-06-12;2017-06-13;2.28305334;48.86565024;"{""type"": ""Point"", ""coordinates"": [2.283053337856773, 48.865650235772534]}";48.8656502358,2.28305333786;Ben Abell, Zoe Aldrich, Lisa Allen, Kelva Barrett;90 min;Drama;N/A;04 Sep 2017;6.0;112
2017-1380;2017;Long métrage;Les Affamés;Léa Frédeval;LES FILMS DU CLAN;rue de la verrerie, 75004 paris;75004;2017-06-30;2017-06-30;2.35539005;48.85701442;"{""type"": ""Point"", ""coordinates"": [2.355390050520928, 48.85701442062025]}";48.8570144206,2.35539005052;Louane Emera, François Deblock, Nina Melo, Rabah Nait Oufella;95 min;Comedy;N/A;27 Jun 2018;4.3;116
2017-1396;2017;Long métrage;MRS MILLS;sophie marceau;les films du Cap;rue soufflot, 75005 paris;75005;2017-06-16;2017-06-16;2.3428294;48.846912520000004;"{""type"": ""Point"", ""coordinates"": [2.342829396414603, 48.84691251616589]}";48.8469125162,2.34282939641;Pierre Richard, Sophie Marceau, Nicolas Vaude, Bastien Ughetto;88 min;Comedy;N/A;07 Mar 2018;3.8;347
2017-1606;2017;Long métrage;AMANDA;Mikhael Hers;Nord-Ouest films;place mireille havet, 75011 paris;75011;2017-08-11;2017-08-11;2.3839404;48.85034046;"{""type"": ""Point"", ""coordinates"": [2.383940403401828, 48.850340458662046]}";48.8503404587,2.3839404034;Fred Astaire, Ginger Rogers, Ralph Bellamy, Luella Gear;83 min;Comedy, Musical, Romance;N/A;02 Sep 1938;7.0;3,478
2017-1610;2017;Long métrage;AMANDA;Mikhael Hers;Nord-Ouest films;place valhubert, 75005 paris;75005;2017-08-08;2017-08-08;2.36398421;48.84472901;"{""type"": ""Point"", ""coordinates"": [2.36398421277781, 48.8447290138105]}";48.8447290138,2.36398421278;Fred Astaire, Ginger Rogers, Ralph Bellamy, Luella Gear;83 min;Comedy, Musical, Romance;N/A;02 Sep 1938;7.0;3,478
2017-1492;2017;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;2 rue michel de bourges, 75020 paris;75020;2017-08-25;2017-08-25;2.40011725;48.85408465;"{""type"": ""Point"", ""coordinates"": [2.400117249075207, 48.854084651971846]}";48.854084652,2.40011724908;Jean-Luc Delarue;120 min;Talk-Show;N/A;03 Oct 1994;N/A;N/A
2017-1493;2017;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;46 boulevard de charonne, 75020 paris;75020;2017-08-24;2017-08-25;2.3986003399999998;48.85154734;"{""type"": ""Point"", ""coordinates"": [2.398600343429089, 48.851547336696946]}";48.8515473367,2.39860034343;Jean-Luc Delarue;120 min;Talk-Show;N/A;03 Oct 1994;N/A;N/A
2017-1507;2017;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;place rodin, 75016 paris;75016;2017-08-11;2017-08-11;2.2709217600000002;48.85348889;"{""type"": ""Point"", ""coordinates"": [2.270921761649229, 48.85348889036608]}";48.8534888904,2.27092176165;Jean-Luc Delarue;120 min;Talk-Show;N/A;03 Oct 1994;N/A;N/A
2017-1523;2017;Long métrage;Cold war;Pawel PAWLIKOWSKI;Philippe Lelièvre;3 rue de lota, 75116 paris;75116;2017-07-20;2017-07-21;2.27612446;48.86725275;"{""type"": ""Point"", ""coordinates"": [2.27612445600563, 48.86725274849505]}";48.8672527485,2.27612445601;Joanna Kulig, Tomasz Kot, Borys Szyc, Agata Kulesza;89 min;Drama, History, Music, Romance;90;08 Jun 2018;7.6;50,355
2017-1541;2017;Long métrage;UNDER THE EIFFEL TOWER;ARCHIE BORDERS;KANZAMAN FRANCE;rue du château, 75014 paris;75014;2017-07-18;2017-07-18;2.32131585;48.83459708;"{""type"": ""Point"", ""coordinates"": [2.321315853442655, 48.834597082228335]}";48.8345970822,2.32131585344;Matt Walsh, Judith Godrèche, Reid Scott, Michaela Watkins;87 min;Comedy, Romance;41;08 Feb 2019;5.3;754
2017-1441;2017;Série TV;ALICE NEVERS;STEPHAN KOPECKY;ego productions;esplanade nathalie sarraute, 75018 paris;75018;2017-01-25;2017-01-25;2.3628666799999998;48.88917182;"{""type"": ""Point"", ""coordinates"": [2.362866680453873, 48.88917181971882]}";48.8891718197,2.36286668045;Marine Delterme, Jean-Michel Tinivelli, Guillaume Carcaud, Daniel-Jean Colloredo;90 min;Crime, Drama;N/A;11 Nov 1993;5.7;168
2017-1313;2017;Long métrage;Eiffel i'm in love 2;Rizal Mantovani;IFILMFRANCE;port de suffren, 75015 paris;75015;2017-06-09;2017-06-10;2.28939041;48.85654265;"{""type"": ""Point"", ""coordinates"": [2.289390406770162, 48.85654264596406]}";48.856542646,2.28939040677;Shandy Aulia, Samuel Rizal, Saphira Indah, Tommy Kurniawan;117 min;Drama;N/A;14 Feb 2018;6.9;307
2017-1332;2017;Série TV;One Woman;Maxime Taris;La Fémis;rue deguerry, 75011 paris;75011;2017-06-13;2017-06-13;2.37290477;48.8685375;"{""type"": ""Point"", ""coordinates"": [2.372904765481682, 48.868537496914065]}";48.8685374969,2.37290476548;Alan Ladd, Donna Reed, June Havoc, Irene Hervey;86 min;Crime, Drama, Film-Noir, Mystery, Thriller;N/A;03 Nov 1949;6.5;272
2017-1344;2017;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;rue maurice utrillo, 75018 paris;75018;2017-07-20;2017-07-21;2.34489393;48.88635692;"{""type"": ""Point"", ""coordinates"": [2.344893934218624, 48.88635692085292]}";48.8863569209,2.34489393422;Dhanush, Bérénice Bejo, Erin Moriarty, Barkhad Abdi;92 min;Adventure, Comedy, Drama;56;20 Jun 2019;6.9;6,548
2017-1689;2017;Série TV;JUSTE UN REGARD;LUDOVIC COLBEAU-JUSTIN;VAB;rue du capitaine ferber, 75020 paris;75020;2017-01-16;2017-01-16;2.4063141999999997;48.86638781;"{""type"": ""Point"", ""coordinates"": [2.40631419758375, 48.86638780983621]}";48.8663878098,2.40631419758;Virginie Ledoyen, Thierry Neuvic, Thierry Frémont, Jimmy Jean-Louis;N/A;Action, Adventure, Crime, Drama, Thriller;N/A;07 Jun 2017;6.4;328
2017-1714;2017;Long métrage;La belle et la belle;Sophie Fillières;CHRISTMAS IN JULY;19 rue lesage, 75020 paris;75020;2017-02-07;2017-02-07;2.38195588;48.87238855;"{""type"": ""Point"", ""coordinates"": [2.381955879322419, 48.87238854755317]}";48.8723885476,2.38195587932;Sandrine Kiberlain, Agathe Bonitzer, Melvil Poupaud, Lucie Desclozeaux;95 min;Comedy, Drama, Sci-Fi;N/A;14 Mar 2018;5.5;319
2017-1743;2017;Série TV;QUADRAS;ISABELLE DOVAL;B2FILMS;12 avenue trudaine, 75009 paris;75009;2017-02-09;2017-02-09;2.3434236999999998;48.88148627;"{""type"": ""Point"", ""coordinates"": [2.343423695605995, 48.88148627252094]}";48.8814862725,2.34342369561;François-Xavier Demaison, Alix Poisson, Jean-Philippe Ricci, Sarah Le Picard;N/A;Comedy, Drama, Romance;N/A;06 Aug 2017;7.0;67
2017-1469;2017;Long métrage;CHRIST(OFF);PIERRE DUDAN;FECHNER FILMS;4 rue erasme, 75005 paris;75005;2017-07-11;2017-07-11;2.34602091;48.84235235;"{""type"": ""Point"", ""coordinates"": [2.346020906741627, 48.84235234481084]}";48.8423523448,2.34602090674;Michaël Youn, Lucien Jean-Baptiste, Victoria Bedos, Bernard Le Coq;91 min;Comedy;N/A;11 Jul 2018;4.2;126
2018-75;2018;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);rue d'alsace, 75010 paris;75010;2018-01-28;2018-01-28;2.35829242;48.87793919;"{""type"": ""Point"", ""coordinates"": [2.358292424625416, 48.87793918555073]}";48.8779391856,2.35829242463;The New England Patriots;95 min;Sport;N/A;15 Aug 2002;9.7;6
2018-76;2018;Long métrage;L'Enkas;Sarah Marx;La rumeur filme;2 rue duhesme, 75018 paris;75018;2018-01-25;2018-01-27;2.33705207;48.89030559;"{""type"": ""Point"", ""coordinates"": [2.337052068530467, 48.890305590994835]}";48.890305591,2.33705206853;Sandor Funtek, Alexis Manenti, Sandrine Bonnaire, Virginie Acariès;85 min;Drama;N/A;22 Jan 2020;5.9;118
2018-78;2018;Long métrage;L'Enkas;Sarah Marx;La rumeur filme;191 rue championnet, 75018 paris;75018;2018-01-25;2018-01-27;2.33254293;48.89405934;"{""type"": ""Point"", ""coordinates"": [2.332542934643893, 48.8940593393185]}";48.8940593393,2.33254293464;Sandor Funtek, Alexis Manenti, Sandrine Bonnaire, Virginie Acariès;85 min;Drama;N/A;22 Jan 2020;5.9;118
2018-97;2018;Long métrage;HAUTE SOCIETE;BYUN HYUK;KEYSTONE FILMS;place saint-gervais, 75004 paris;75004;2018-02-01;2018-02-01;2.35416512;48.85582175;"{""type"": ""Point"", ""coordinates"": [2.354165115914434, 48.85582175149272]}";48.8558217515,2.35416511591;Constance Bennett, Violet Kemble Cooper, Phoebe Foster, Grant Mitchell;83 min;Comedy, Drama, Romance;N/A;17 Mar 1933;6.2;697
2018-106;2018;Téléfilm;Les Michetonneuses;Olivier Doran;JEM PRODUCTIONS;25 rue des archives, 75004 paris;75004;2018-02-05;2018-02-05;2.35568483;48.85905468;"{""type"": ""Point"", ""coordinates"": [2.35568482532926, 48.85905468100991]}";48.859054681,2.35568482533;Donia Eden, Pauline Parigot, Lorry Hardel, Nicolas Briançon;80 min;Comedy;N/A;05 Aug 2020;5.1;8
2018-111;2018;Long métrage;LA LUTTE DES CLASSES;Michel Leclerc;KARE PRODUCTIONS;avenue de la porte de bagnolet, 75020 paris;75020;2018-02-14;2018-02-14;2.4111162;48.865014790000004;"{""type"": ""Point"", ""coordinates"": [2.411116196920233, 48.86501478851981]}";48.8650147885,2.41111619692;Leïla Bekhti, Edouard Baer, Ramzy Bedia, Tom Lévy;103 min;Comedy, Drama, Family;N/A;03 Apr 2019;6.0;900
2017-1567;2017;Long métrage;Un homme pressé;;Albertine Productions;place georges mulot, 75015 paris;75015;2017-07-17;2017-07-17;2.3099660699999998;48.84698001;"{""type"": ""Point"", ""coordinates"": [2.309966072981552, 48.84698000789974]}";48.8469800079,2.30996607298;Alain Delon, Mireille Darc, Monica Guerritore, Marie Déa;90 min;Drama;N/A;10 Aug 1977;6.4;567
2018-46;2018;Long métrage;MON INCONNUE;HUGO GÉLIN;ZAZI FILMS;10b avenue trudaine, 75009 paris;75009;2018-01-17;2018-01-18;2.34454058;48.88170491;"{""type"": ""Point"", ""coordinates"": [2.344540582294898, 48.88170491356986]}";48.8817049136,2.34454058229;François Civil, Joséphine Japy, Benjamin Lavernhe, Camille Lellouche;117 min;Comedy, Drama, Fantasy, Romance;N/A;03 Apr 2019;7.0;3,727
2018-375;2018;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;1 rue du rhin, 75019 paris;75019;2018-03-28;2018-03-28;2.38107462;48.88526858;"{""type"": ""Point"", ""coordinates"": [2.3810746165286982, 48.88526857563553]}";48.8852685756,2.38107461653;Patrick Dempsey, Amanda Peterson, Courtney Gains, Tina Caspary;94 min;Comedy, Drama, Romance;36;14 Aug 1987;6.8;33,553
2018-380;2018;Série TV;Like Me;Romuald Boulanger;R-Lines Productions;16 boulevard pasteur, 75015 paris;75015;2018-04-26;2018-04-26;2.31171758;48.84345073;"{""type"": ""Point"", ""coordinates"": [2.3117175824733778, 48.84345073006964]}";48.8434507301,2.31171758247;Addison Timlin, Ian Nelson, Larry Fessenden, Jeremy Gardner;80 min;Crime, Drama, Horror;60;20 Feb 2018;5.3;1,090
2018-253;2018;Série TV;Bliss;Marie Jardillier, Mathieu Oullion;SAS MAJA FILMS;10 rue saint-claude, 75003 paris;75003;2018-03-03;2018-03-03;2.36624307;48.86016058;"{""type"": ""Point"", ""coordinates"": [2.366243069672634, 48.86016058332712]}";48.8601605833,2.36624306967;Owen Wilson, Salma Hayek, Nesta Cooper, Jorge Lendeborg Jr.;103 min;Drama, Romance, Sci-Fi;40;05 Feb 2021;5.3;11,874
2018-278;2018;Long métrage;MAIS VOUS ETES FOUS;audrey Diwan;RECTANGLE PRODUCTIONS;84 avenue kléber, 75116 paris;75116;2018-03-12;2018-03-16;2.28963866;48.86673002;"{""type"": ""Point"", ""coordinates"": [2.2896386570800322, 48.86673002353613]}";48.8667300235,2.28963865708;Pio Marmaï, Céline Sallette, Carole Franck, Jean-Marie Winling;95 min;Drama;N/A;24 Apr 2019;6.4;292
2018-282;2018;Série TV;The Marvelous Mrs Maisel;Amy Sherman-Palladino et Dan Palladino;NW 2018;place des petits pères, 75002 paris;75002;2018-03-16;2018-03-18;2.34061567;48.86643116;"{""type"": ""Point"", ""coordinates"": [2.340615672762056, 48.86643116282107]}";48.8664311628,2.34061567276;Rachel Brosnahan, Alex Borstein, Michael Zegen, Marin Hinkle;57 min;Comedy, Drama;N/A;17 Mar 2017;8.7;84,422
2018-313;2018;Série TV;engrenages S7;Frederic Jardin;Son et Lumière;38 rue doudeauville, 75018 paris;75018;2018-03-08;2018-03-09;2.35533964;48.88871627;"{""type"": ""Point"", ""coordinates"": [2.355339643510539, 48.88871626893999]}";48.8887162689,2.35533964351;Fatou N'Diaye;60 min;Crime, Thriller;N/A;N/A;8.8;38
2018-19;2018;Série TV;ENGRENAGES S7;Frédéric JARDIN;Son et Lumière;14 rue du pressoir, 75020 paris;75020;2018-01-22;2018-01-25;2.38341532;48.86881927;"{""type"": ""Point"", ""coordinates"": [2.383415323001935, 48.868819267228375]}";48.8688192672,2.383415323;Fatou N'Diaye;60 min;Crime, Thriller;N/A;N/A;8.8;38
2018-156;2018;Long métrage;MAIS VOUS ETES FOUS;Audrey DIWAN;RECTANGLE PRODUCTIONS;39 rue de la harpe, 75005 paris;75005;2018-02-22;2018-02-22;2.34431138;48.85198327;"{""type"": ""Point"", ""coordinates"": [2.3443113787665792, 48.8519832668187]}";48.8519832668,2.34431137877;Pio Marmaï, Céline Sallette, Carole Franck, Jean-Marie Winling;95 min;Drama;N/A;24 Apr 2019;6.4;292
2018-162;2018;Long métrage;ZONE FRANCHE;Monsieur Mohamed Hamidi;ADNP QUAD FILMS;place de l'opéra, 75009 paris;75009;2018-02-23;2018-02-23;2.33187457;48.8710898;"{""type"": ""Point"", ""coordinates"": [2.331874565395843, 48.87108979466138]}";48.8710897947,2.3318745654;Gilbert Melki, Pio Marmaï, Pascal Elso, Clémentine Poidatz;89 min;Comedy, Drama;N/A;04 May 2016;5.9;157
2018-171;2018;Long métrage;Andy;David Weill;My Family;10 rue des frigos, 75013 paris;75013;2018-02-26;2018-02-26;2.38012818;48.83080552;"{""type"": ""Point"", ""coordinates"": [2.380128177809305, 48.830805522338956]}";48.8308055223,2.38012817781;Andy Griffith, Ron Howard, Frances Bavier, Don Knotts;30 min;Comedy, Family;N/A;03 Oct 1960;8.3;12,516
2018-389;2018;Série TV;WHISKEY CAVALIER;Peter Atencio;PENINSULA TELEVISION;11 rue berryer, 75008 paris;75008;2018-03-31;2018-03-31;2.30359909;48.87536846;"{""type"": ""Point"", ""coordinates"": [2.303599091334641, 48.87536845443363]}";48.8753684544,2.30359909133;Scott Foley, Lauren Cohan, Ana Ortiz, Tyler James Williams;60 min;Action, Adventure, Comedy, Drama, Thriller;N/A;24 Feb 2019;7.1;8,398
2018-392;2018;Long métrage;MON BEBE;LISA AZUELOS;LOVE IS IN THE AIR;boulevard de reuilly, 75012 paris;75012;2018-04-09;2018-04-11;2.39494495;48.83955987;"{""type"": ""Point"", ""coordinates"": [2.394944945452154, 48.83955987008968]}";48.8395598701,2.39494494545;Sandrine Kiberlain, Thaïs Alessandrin, Victor Belmondo, Mickaël Lumière;87 min;Comedy, Drama, Romance;N/A;13 Mar 2019;6.2;650
2018-423;2018;Long métrage;PLAY;Anthony Marciano;Chapter 2;1 rue botzaris, 75019 paris;75019;2018-03-28;2018-03-29;2.38101742;48.87647305;"{""type"": ""Point"", ""coordinates"": [2.381017420133907, 48.87647305121453]}";48.8764730512,2.38101742013;Max Boublil, Alice Isaaz, Malik Zidi, Arthur Périer;108 min;Comedy, Romance;N/A;01 Jan 2020;7.1;1,110
2018-342;2018;Long métrage;Andy;Julien Weill;My Family;296 rue saint-honoré, 75001 paris;75001;2018-03-21;2018-03-22;2.33223937;48.86495387;"{""type"": ""Point"", ""coordinates"": [2.332239372356435, 48.864953871979104]}";48.864953872,2.33223937236;Andy Griffith, Ron Howard, Frances Bavier, Don Knotts;30 min;Comedy, Family;N/A;03 Oct 1960;8.3;12,516
2018-349;2018;Long métrage;MON BEBE;LISA AZUELOS;LOVE IS IN THE AIR;100 rue des dames, 75017 paris;75017;2018-03-28;2018-03-29;2.31716791;48.88278806;"{""type"": ""Point"", ""coordinates"": [2.317167911184438, 48.882788057278994]}";48.8827880573,2.31716791118;Sandrine Kiberlain, Thaïs Alessandrin, Victor Belmondo, Mickaël Lumière;87 min;Comedy, Drama, Romance;N/A;13 Mar 2019;6.2;650
